Date,Open,High,Low,Close,Adj Close,Volume
2016-08-03,18313.080078,18355.000000,18283.230469,18355.000000,18355.000000,785500
2016-08-04,18351.429688,18397.869141,18325.169922,18352.050781,18352.050781,645000
2016-08-05,18402.800781,18543.529297,18402.800781,18543.529297,18543.529297,924200
2016-08-08,18541.890625,18569.310547,18502.029297,18529.289063,18529.289063,718100
2016-08-09,18538.050781,18585.320313,18507.750000,18533.050781,18533.050781,600900
2016-08-10,18541.480469,18561.750000,18468.779297,18495.660156,18495.660156,627800
2016-08-11,18519.080078,18638.339844,18519.080078,18613.519531,18613.519531,714700
2016-08-12,18595.650391,18606.060547,18535.859375,18576.470703,18576.470703,615800
2016-08-15,18588.589844,18722.609375,18559.929688,18636.050781,18636.050781,623500
2016-08-16,18614.480469,18614.859375,18550.650391,18552.019531,18552.019531,675700
2016-08-17,18537.089844,18582.349609,18468.679688,18573.939453,18573.939453,710000
2016-08-18,18566.539063,18600.820313,18533.289063,18597.699219,18597.699219,707400
2016-08-19,18585.169922,18585.169922,18491.240234,18552.570313,18552.570313,931700
2016-08-22,18535.859375,18570.919922,18466.859375,18529.419922,18529.419922,734500
2016-08-23,18568.939453,18631.599609,18545.519531,18547.300781,18547.300781,739900
2016-08-24,18537.500000,18539.150391,18448.269531,18481.480469,18481.480469,722700
2016-08-25,18471.210938,18497.679688,18431.460938,18448.410156,18448.410156,644800
2016-08-26,18467.919922,18572.089844,18335.339844,18395.400391,18395.400391,787300
2016-08-29,18421.289063,18523.089844,18419.919922,18502.990234,18502.990234,644800
2016-08-30,18491.279297,18514.289063,18408.519531,18454.300781,18454.300781,689200
2016-08-31,18436.699219,18439.679688,18333.560547,18400.880859,18400.880859,982500
2016-09-01,18396.570313,18430.050781,18295.480469,18419.300781,18419.300781,747800
2016-09-02,18466.009766,18544.759766,18439.099609,18491.960938,18491.960938,743500
2016-09-06,18493.400391,18551.539063,18450.320313,18538.119141,18538.119141,837100
2016-09-07,18527.710938,18536.890625,18474.769531,18526.140625,18526.140625,675700
2016-09-08,18486.689453,18506.240234,18446.689453,18479.910156,18479.910156,790600
2016-09-09,18404.169922,18404.169922,18085.449219,18085.449219,18085.449219,1206700
2016-09-12,18028.949219,18358.689453,17994.839844,18325.070313,18325.070313,1032600
2016-09-13,18262.990234,18262.990234,18028.060547,18066.750000,18066.750000,1028300
2016-09-14,18073.390625,18163.480469,17992.210938,18034.769531,18034.769531,1033600
2016-09-15,18024.910156,18250.109375,18015.490234,18212.480469,18212.480469,995500
2016-09-16,18217.210938,18217.210938,18070.210938,18123.800781,18123.800781,2785100
2016-09-19,18154.820313,18254.880859,18093.050781,18120.169922,18120.169922,780900
2016-09-20,18175.359375,18227.210938,18128.800781,18129.960938,18129.960938,724500
2016-09-21,18164.960938,18307.429688,18121.570313,18293.699219,18293.699219,940900
2016-09-22,18343.759766,18449.880859,18343.759766,18392.460938,18392.460938,730300
2016-09-23,18377.359375,18383.759766,18254.839844,18261.449219,18261.449219,871700
2016-09-26,18217.759766,18217.759766,18083.320313,18094.830078,18094.830078,955100
2016-09-27,18099.210938,18238.099609,18052.160156,18228.300781,18228.300781,841300
2016-09-28,18240.220703,18349.859375,18179.339844,18339.240234,18339.240234,976500
2016-09-29,18322.880859,18366.230469,18091.640625,18143.449219,18143.449219,958800
2016-09-30,18181.800781,18369.619141,18181.800781,18308.150391,18308.150391,1354700
2016-10-03,18279.599609,18279.800781,18203.750000,18253.849609,18253.849609,685200
2016-10-04,18267.679688,18313.769531,18116.259766,18168.449219,18168.449219,797100
2016-10-05,18205.500000,18315.820313,18205.500000,18281.029297,18281.029297,761900
2016-10-06,18280.419922,18288.119141,18162.970703,18268.500000,18268.500000,786600
2016-10-07,18295.349609,18319.730469,18149.349609,18240.490234,18240.490234,826800
2016-10-10,18282.949219,18399.960938,18282.949219,18329.039063,18329.039063,721100
2016-10-11,18308.429688,18312.330078,18061.960938,18128.660156,18128.660156,886100
2016-10-12,18132.630859,18193.960938,18082.089844,18144.199219,18144.199219,722300
2016-10-13,18088.320313,18137.699219,17959.949219,18098.939453,18098.939453,831600
2016-10-14,18177.349609,18261.109375,18138.380859,18138.380859,18138.380859,870500
2016-10-17,18135.849609,18162.279297,18063.019531,18086.400391,18086.400391,759600
2016-10-18,18145.060547,18225.800781,18129.449219,18161.939453,18161.939453,746000
2016-10-19,18178.210938,18252.199219,18169.250000,18202.619141,18202.619141,880400
2016-10-20,18161.869141,18249.050781,18129.070313,18162.349609,18162.349609,888300
2016-10-21,18152.630859,18168.759766,18049.769531,18145.710938,18145.710938,1178100
2016-10-24,18197.140625,18275.039063,18191.179688,18223.029297,18223.029297,885400
2016-10-25,18206.519531,18241.689453,18151.699219,18169.269531,18169.269531,831900
2016-10-26,18103.800781,18236.039063,18062.300781,18199.330078,18199.330078,863400
2016-10-27,18234.810547,18253.199219,18149.199219,18169.679688,18169.679688,835300
2016-10-28,18193.789063,18257.060547,18094.970703,18161.189453,18161.189453,1078500
2016-10-31,18176.599609,18193.679688,18130.580078,18142.419922,18142.419922,1100800
2016-11-01,18158.240234,18177.009766,17940.839844,18037.099609,18037.099609,1012800
2016-11-02,18017.720703,18044.150391,17931.890625,17959.640625,17959.640625,886100
2016-11-03,17978.750000,18006.960938,17904.070313,17930.669922,17930.669922,778600
2016-11-04,17928.349609,17986.759766,17883.560547,17888.279297,17888.279297,977600
2016-11-07,17994.640625,18263.300781,17994.640625,18259.599609,18259.599609,934500
2016-11-08,18251.380859,18400.500000,18200.750000,18332.740234,18332.740234,798200
2016-11-09,18317.259766,18650.060547,18252.550781,18589.689453,18589.689453,1731100
2016-11-10,18603.140625,18873.660156,18603.140625,18807.880859,18807.880859,1643900
2016-11-11,18781.650391,18855.779297,18736.960938,18847.660156,18847.660156,1073000
2016-11-14,18876.769531,18934.050781,18815.750000,18868.689453,18868.689453,1122500
2016-11-15,18858.210938,18925.259766,18806.060547,18923.060547,18923.060547,1006600
2016-11-16,18909.849609,18909.849609,18825.890625,18868.140625,18868.140625,873200
2016-11-17,18866.220703,18904.029297,18845.269531,18903.820313,18903.820313,899400
2016-11-18,18905.330078,18915.740234,18853.830078,18867.929688,18867.929688,1098800
2016-11-21,18898.679688,18960.759766,18883.099609,18956.689453,18956.689453,805200
2016-11-22,18970.390625,19043.900391,18962.820313,19023.869141,19023.869141,853100
2016-11-23,19015.519531,19083.759766,19000.380859,19083.179688,19083.179688,778800
2016-11-25,19093.720703,19152.140625,19093.720703,19152.140625,19152.140625,458900
2016-11-28,19122.140625,19138.720703,19072.250000,19097.900391,19097.900391,884600
2016-11-29,19064.070313,19144.400391,19062.220703,19121.599609,19121.599609,815100
2016-11-30,19135.640625,19225.289063,19123.380859,19123.580078,19123.580078,1645700
2016-12-01,19149.199219,19214.300781,19138.789063,19191.929688,19191.929688,1088000
2016-12-02,19161.250000,19196.140625,19141.179688,19170.419922,19170.419922,849200
2016-12-05,19244.349609,19274.849609,19186.730469,19216.240234,19216.240234,3178000
2016-12-06,19219.910156,19255.890625,19184.740234,19251.779297,19251.779297,2849600
2016-12-07,19241.990234,19558.419922,19229.830078,19549.619141,19549.619141,3852000
2016-12-08,19559.939453,19664.970703,19527.830078,19614.810547,19614.810547,3245700
2016-12-09,19631.349609,19757.740234,19623.189453,19756.849609,19756.849609,3344700
2016-12-12,19770.199219,19824.589844,19747.740234,19796.429688,19796.429688,3336600
2016-12-13,19852.210938,19953.750000,19846.449219,19911.210938,19911.210938,3884200
2016-12-14,19876.130859,19966.429688,19748.669922,19792.529297,19792.529297,4084300
2016-12-15,19811.500000,19951.289063,19811.500000,19852.240234,19852.240234,3573500
2016-12-16,19909.009766,19923.169922,19821.000000,19843.410156,19843.410156,5734700
2016-12-19,19836.660156,19917.779297,19832.949219,19883.060547,19883.060547,3023100
2016-12-20,19920.589844,19987.630859,19920.419922,19974.619141,19974.619141,2840800
2016-12-21,19968.970703,19986.560547,19941.960938,19941.960938,19941.960938,2566400
2016-12-22,19922.679688,19933.830078,19882.189453,19918.880859,19918.880859,2582900
2016-12-23,19908.609375,19934.150391,19899.060547,19933.810547,19933.810547,1582600
2016-12-27,19943.460938,19980.240234,19939.800781,19945.039063,19945.039063,1585400
2016-12-28,19964.310547,19981.109375,19827.310547,19833.679688,19833.679688,1883500
2016-12-29,19835.460938,19878.439453,19788.939453,19819.779297,19819.779297,1720400
2016-12-30,19833.169922,19852.550781,19718.669922,19762.599609,19762.599609,2719100
2017-01-03,19872.859375,19938.529297,19775.929688,19881.759766,19881.759766,3391800
2017-01-04,19890.939453,19956.140625,19878.830078,19942.160156,19942.160156,2800100
2017-01-05,19924.560547,19948.599609,19811.119141,19899.289063,19899.289063,2699200
2017-01-06,19906.960938,19999.630859,19834.080078,19963.800781,19963.800781,2777000
2017-01-09,19931.410156,19943.779297,19887.380859,19887.380859,19887.380859,2875100
2017-01-10,19876.349609,19957.119141,19836.029297,19855.529297,19855.529297,2994100
2017-01-11,19887.380859,19973.419922,19833.160156,19954.279297,19954.279297,3361500
2017-01-12,19926.210938,19929.289063,19770.470703,19891.000000,19891.000000,3062900
2017-01-13,19912.539063,19952.029297,19849.380859,19885.730469,19885.730469,2637800
2017-01-17,19848.820313,19882.990234,19775.349609,19826.769531,19826.769531,3419000
2017-01-18,19822.730469,19828.199219,19739.000000,19804.720703,19804.720703,2797600
2017-01-19,19813.550781,19824.140625,19677.939453,19732.400391,19732.400391,3017500
2017-01-20,19795.060547,19843.939453,19759.140625,19827.250000,19827.250000,4352600
2017-01-23,19794.789063,19833.980469,19732.359375,19799.849609,19799.849609,3266900
2017-01-24,19794.679688,19949.240234,19786.710938,19912.710938,19912.710938,3744600
2017-01-25,19994.480469,20082.000000,19994.480469,20068.509766,20068.509766,3722400
2017-01-26,20076.250000,20125.580078,20067.529297,20100.910156,20100.910156,3567300
2017-01-27,20103.359375,20115.970703,20072.640625,20093.779297,20093.779297,3431300
2017-01-30,20028.619141,20028.619141,19870.390625,19971.130859,19971.130859,3172800
2017-01-31,19913.160156,19918.169922,19784.769531,19864.089844,19864.089844,3737500
2017-02-01,19923.810547,19967.730469,19845.990234,19890.939453,19890.939453,4266700
2017-02-02,19858.339844,19922.750000,19831.089844,19884.910156,19884.910156,3472200
2017-02-03,19964.210938,20081.480469,19964.210938,20071.460938,20071.460938,3442200
2017-02-06,20025.609375,20094.949219,20002.810547,20052.419922,20052.419922,2817200
2017-02-07,20107.619141,20155.349609,20068.679688,20090.289063,20090.289063,2796700
2017-02-08,20049.289063,20068.279297,20015.330078,20054.339844,20054.339844,2804100
2017-02-09,20061.730469,20206.359375,20061.730469,20172.400391,20172.400391,3253100
2017-02-10,20211.230469,20298.210938,20204.759766,20269.369141,20269.369141,3122300
2017-02-13,20338.539063,20441.480469,20322.949219,20412.160156,20412.160156,3146200
2017-02-14,20374.220703,20504.410156,20374.019531,20504.410156,20504.410156,3565800
2017-02-15,20504.269531,20620.449219,20496.029297,20611.859375,20611.859375,3843800
2017-02-16,20627.310547,20639.869141,20556.830078,20619.769531,20619.769531,3541200
2017-02-17,20564.130859,20624.050781,20532.609375,20624.050781,20624.050781,3406200
2017-02-21,20663.429688,20757.640625,20663.369141,20743.000000,20743.000000,3368800
2017-02-22,20715.410156,20781.589844,20692.390625,20775.599609,20775.599609,3105300
2017-02-23,20817.210938,20840.699219,20746.410156,20810.320313,20810.320313,3021100
2017-02-24,20751.910156,20821.759766,20733.949219,20821.759766,20821.759766,2925400
2017-02-27,20808.710938,20851.330078,20774.759766,20837.439453,20837.439453,2565400
2017-02-28,20833.880859,20841.240234,20781.210938,20812.240234,20812.240234,3392100
2017-03-01,20957.289063,21169.109375,20957.289063,21115.550781,21115.550781,3928200
2017-03-02,21128.910156,21129.199219,20996.609375,21002.970703,21002.970703,3199100
2017-03-03,21008.750000,21039.960938,20953.859375,21005.710938,21005.710938,2544200
2017-03-06,20955.710938,20986.429688,20912.109375,20954.339844,20954.339844,2666200
2017-03-07,20934.890625,20970.539063,20901.259766,20924.759766,20924.759766,2746300
2017-03-08,20940.439453,20951.439453,20835.580078,20855.730469,20855.730469,2967800
2017-03-09,20864.320313,20900.570313,20777.160156,20858.189453,20858.189453,2759600
2017-03-10,20919.009766,20940.289063,20827.660156,20902.980469,20902.980469,3154300
2017-03-13,20899.279297,20926.060547,20845.710938,20881.480469,20881.480469,2892600
2017-03-14,20848.599609,20874.000000,20786.310547,20837.369141,20837.369141,2468200
2017-03-15,20874.779297,20977.470703,20859.599609,20950.099609,20950.099609,3065900
2017-03-16,20969.269531,21000.109375,20893.500000,20934.550781,20934.550781,2643600
2017-03-17,20965.369141,20980.509766,20911.070313,20914.619141,20914.619141,5352800
2017-03-20,20916.269531,20955.449219,20885.699219,20905.859375,20905.859375,2536100
2017-03-21,20956.330078,20970.039063,20653.259766,20668.009766,20668.009766,3693200
2017-03-22,20640.419922,20686.210938,20578.949219,20661.300781,20661.300781,3250900
2017-03-23,20645.070313,20757.890625,20618.619141,20656.580078,20656.580078,2800500
2017-03-24,20674.449219,20718.330078,20529.669922,20596.720703,20596.720703,2929800
2017-03-27,20488.349609,20578.460938,20412.800781,20550.980469,20550.980469,2693800
2017-03-28,20542.140625,20735.609375,20520.099609,20701.500000,20701.500000,2996700
2017-03-29,20675.750000,20684.730469,20625.029297,20659.320313,20659.320313,2383200
2017-03-30,20662.789063,20753.779297,20643.599609,20728.490234,20728.490234,2709000
2017-03-31,20700.339844,20722.589844,20660.679688,20663.220703,20663.220703,3037700
2017-04-03,20665.169922,20692.339844,20517.820313,20650.210938,20650.210938,2856700
2017-04-04,20634.939453,20701.289063,20605.300781,20689.240234,20689.240234,2373900
2017-04-05,20745.060547,20887.500000,20639.550781,20648.150391,20648.150391,2849800
2017-04-06,20653.769531,20746.460938,20612.169922,20662.949219,20662.949219,2517200
2017-04-07,20647.810547,20726.070313,20606.949219,20656.099609,20656.099609,2197300
2017-04-10,20668.220703,20750.330078,20614.859375,20658.019531,20658.019531,2304800
2017-04-11,20644.320313,20660.029297,20512.560547,20651.300781,20651.300781,2551200
2017-04-12,20637.949219,20642.539063,20553.029297,20591.859375,20591.859375,2676700
2017-04-13,20561.689453,20612.269531,20453.250000,20453.250000,20453.250000,2358100
2017-04-17,20484.750000,20644.410156,20484.750000,20636.919922,20636.919922,2292400
2017-04-18,20561.390625,20600.119141,20462.279297,20523.279297,20523.279297,2631800
2017-04-19,20503.519531,20546.689453,20379.550781,20404.490234,20404.490234,2947900
2017-04-20,20406.679688,20629.779297,20406.679688,20578.710938,20578.710938,3124400
2017-04-21,20578.099609,20601.400391,20505.330078,20547.759766,20547.759766,3696000
2017-04-24,20723.589844,20792.199219,20723.589844,20763.890625,20763.890625,3424000
2017-04-25,20915.509766,21026.970703,20909.380859,20996.119141,20996.119141,3481800
2017-04-26,21009.949219,21070.900391,20972.269531,20975.089844,20975.089844,3285500
2017-04-27,20991.119141,21005.800781,20935.800781,20981.330078,20981.330078,3056900
2017-04-28,20987.390625,20987.759766,20926.750000,20940.509766,20940.509766,3299900
2017-05-01,20962.730469,20976.619141,20898.380859,20913.460938,20913.460938,2881600
2017-05-02,20941.189453,20960.919922,20904.060547,20949.890625,20949.890625,3388100
2017-05-03,20915.000000,20972.740234,20874.179688,20957.900391,20957.900391,3109200
2017-05-04,20987.830078,20990.789063,20847.949219,20951.470703,20951.470703,2747200
2017-05-05,20929.039063,21006.939453,20905.000000,21006.939453,21006.939453,2609600
2017-05-08,20991.259766,21017.890625,20971.050781,21012.279297,21012.279297,2761500
2017-05-09,21022.279297,21046.849609,20938.039063,20975.779297,20975.779297,2730000
2017-05-10,20958.490234,20976.279297,20884.150391,20943.109375,20943.109375,2833400
2017-05-11,20925.720703,20933.359375,20798.900391,20919.419922,20919.419922,2876800
2017-05-12,20893.189453,20916.099609,20869.740234,20896.609375,20896.609375,2885000
2017-05-15,20923.630859,21000.830078,20923.630859,20981.939453,20981.939453,3131700
2017-05-16,20984.480469,21033.529297,20932.880859,20979.750000,20979.750000,3115800
2017-05-17,20846.169922,20846.169922,20601.080078,20606.929688,20606.929688,4232000
2017-05-18,20579.650391,20759.199219,20553.449219,20663.019531,20663.019531,4225900
2017-05-19,20698.279297,20857.130859,20687.939453,20804.839844,20804.839844,3651800
2017-05-22,20867.769531,20914.259766,20860.160156,20894.830078,20894.830078,2761200
2017-05-23,20908.669922,20961.140625,20896.220703,20937.910156,20937.910156,2449500
2017-05-24,20949.210938,21022.820313,20933.580078,21012.419922,21012.419922,2831800
2017-05-25,21062.960938,21112.320313,21051.410156,21082.949219,21082.949219,2689700
2017-05-26,21070.150391,21092.820313,21050.490234,21080.279297,21080.279297,2080000
2017-05-30,21045.490234,21063.619141,21009.599609,21029.470703,21029.470703,2428100
2017-05-31,21048.460938,21051.699219,20942.570313,21008.650391,21008.650391,3715800
2017-06-01,21030.550781,21144.179688,20994.220703,21144.179688,21144.179688,2767300
2017-06-02,21142.089844,21225.039063,21129.560547,21206.289063,21206.289063,3297000
2017-06-05,21195.029297,21224.410156,21168.689453,21184.039063,21184.039063,2697900
2017-06-06,21145.480469,21180.470703,21118.460938,21136.230469,21136.230469,2835500
2017-06-07,21171.570313,21189.839844,21113.310547,21173.689453,21173.689453,2734000
2017-06-08,21169.759766,21265.689453,21138.160156,21182.529297,21182.529297,3303300
2017-06-09,21208.960938,21305.349609,21159.449219,21271.970703,21271.970703,3972000
2017-06-12,21259.949219,21277.080078,21186.150391,21235.669922,21235.669922,5280800
2017-06-13,21256.830078,21332.769531,21256.830078,21328.470703,21328.470703,3235100
2017-06-14,21342.710938,21391.970703,21294.089844,21374.560547,21374.560547,2950900
2017-06-15,21291.689453,21367.279297,21261.869141,21359.900391,21359.900391,3172000
2017-06-16,21335.929688,21384.419922,21308.009766,21384.279297,21384.279297,6032600
2017-06-19,21444.750000,21528.990234,21436.080078,21528.990234,21528.990234,2894000
2017-06-20,21521.250000,21535.029297,21464.240234,21467.140625,21467.140625,3102000
2017-06-21,21466.390625,21492.619141,21390.000000,21410.029297,21410.029297,2925000
2017-06-22,21407.980469,21456.470703,21394.810547,21397.289063,21397.289063,2706800
2017-06-23,21380.919922,21421.789063,21333.890625,21394.759766,21394.759766,3684000
2017-06-26,21434.679688,21506.210938,21381.250000,21409.550781,21409.550781,2418800
2017-06-27,21411.189453,21440.599609,21310.660156,21310.660156,21310.660156,2921700
2017-06-28,21372.359375,21478.750000,21372.359375,21454.609375,21454.609375,2715100
2017-06-29,21487.380859,21487.380859,21197.080078,21287.029297,21287.029297,3367500
2017-06-30,21348.599609,21426.119141,21325.080078,21349.630859,21349.630859,3132600
2017-07-03,21392.300781,21562.750000,21391.710938,21479.269531,21479.269531,1868100
2017-07-05,21492.830078,21505.359375,21404.759766,21478.169922,21478.169922,2736900
2017-07-06,21423.929688,21433.099609,21305.380859,21320.039063,21320.039063,3204500
2017-07-07,21354.660156,21425.820313,21350.720703,21414.339844,21414.339844,2422400
2017-07-10,21381.230469,21446.390625,21371.109375,21408.519531,21408.519531,2703400
2017-07-11,21410.169922,21441.619141,21279.300781,21409.070313,21409.070313,2475700
2017-07-12,21467.929688,21580.789063,21467.929688,21532.140625,21532.140625,2678700
2017-07-13,21537.189453,21568.720703,21512.359375,21553.089844,21553.089844,2322700
2017-07-14,21532.769531,21681.529297,21521.720703,21637.740234,21637.740234,2355900
2017-07-17,21633.970703,21661.810547,21617.660156,21629.720703,21629.720703,2447800
2017-07-18,21589.939453,21589.939453,21471.140625,21574.730469,21574.730469,2511100
2017-07-19,21569.250000,21640.750000,21565.839844,21640.750000,21640.750000,2530400
2017-07-20,21641.539063,21661.910156,21576.960938,21611.779297,21611.779297,3139500
2017-07-21,21591.720703,21592.609375,21503.779297,21580.070313,21580.070313,3628300
2017-07-24,21577.779297,21577.779297,21496.130859,21513.169922,21513.169922,2840800
2017-07-25,21638.560547,21670.619141,21577.369141,21613.429688,21613.429688,3043000
2017-07-26,21690.380859,21742.699219,21683.289063,21711.009766,21711.009766,2782400
2017-07-27,21717.419922,21798.470703,21687.849609,21796.550781,21796.550781,4073200
2017-07-28,21787.509766,21841.179688,21756.119141,21830.310547,21830.310547,2856300
2017-07-31,21863.390625,21929.800781,21861.710938,21891.119141,21891.119141,3076100
2017-08-01,21961.419922,21990.960938,21940.810547,21963.919922,21963.919922,3284100
2017-08-02,22004.359375,22036.099609,21967.460938,22016.240234,22016.240234,3368200
2017-08-03,22007.580078,22044.849609,21991.320313,22026.099609,22026.099609,2787300
2017-08-04,22058.390625,22092.810547,22024.640625,22092.810547,22092.810547,2536400
2017-08-07,22100.199219,22121.150391,22081.970703,22118.419922,22118.419922,2130100
2017-08-08,22095.140625,22179.109375,22057.289063,22085.339844,22085.339844,2620000
2017-08-09,22022.339844,22057.189453,21996.689453,22048.699219,22048.699219,2778000
2017-08-10,21988.199219,21988.199219,21843.939453,21844.009766,21844.009766,3033100
2017-08-11,21883.320313,21911.089844,21842.740234,21858.320313,21858.320313,2377900
2017-08-14,21945.640625,22019.230469,21945.640625,21993.710938,21993.710938,2350300
2017-08-15,22029.910156,22038.919922,21971.480469,21998.990234,21998.990234,2690700
2017-08-16,22031.929688,22085.710938,22002.470703,22024.869141,22024.869141,2649200
2017-08-17,21984.740234,21984.740234,21750.320313,21750.730469,21750.730469,3110300
2017-08-18,21724.880859,21793.349609,21641.630859,21674.509766,21674.509766,3090700
2017-08-21,21671.359375,21718.740234,21600.339844,21703.750000,21703.750000,2778800
2017-08-22,21739.779297,21912.830078,21738.130859,21899.890625,21899.890625,2449800
2017-08-23,21850.269531,21866.660156,21808.390625,21812.089844,21812.089844,2348100
2017-08-24,21839.900391,21870.109375,21765.820313,21783.400391,21783.400391,2284800
2017-08-25,21819.080078,21906.859375,21812.810547,21813.669922,21813.669922,2175700
2017-08-28,21832.500000,21861.490234,21767.939453,21808.400391,21808.400391,2187400
2017-08-29,21718.000000,21879.220703,21673.580078,21865.369141,21865.369141,2273400
2017-08-30,21859.759766,21914.259766,21839.470703,21892.429688,21892.429688,2428400
2017-08-31,21936.009766,21985.759766,21910.500000,21948.099609,21948.099609,3767900
2017-09-01,21981.769531,22038.970703,21974.910156,21987.560547,21987.560547,2562400
2017-09-05,21912.369141,21921.089844,21709.630859,21753.310547,21753.310547,3328400
2017-09-06,21815.759766,21849.240234,21794.070313,21807.640625,21807.640625,3187600
2017-09-07,21820.380859,21850.009766,21745.710938,21784.779297,21784.779297,3338100
2017-09-08,21764.429688,21846.630859,21731.119141,21797.789063,21797.789063,2894000
2017-09-11,21927.789063,22067.099609,21927.789063,22057.369141,22057.369141,3127700
2017-09-12,22090.560547,22134.570313,22087.089844,22118.859375,22118.859375,3645800
2017-09-13,22103.470703,22158.179688,22095.789063,22158.179688,22158.179688,2918900
2017-09-14,22144.960938,22216.439453,22135.259766,22203.480469,22203.480469,2977800
2017-09-15,22252.439453,22275.019531,22214.519531,22268.339844,22268.339844,5275400
2017-09-18,22297.919922,22355.619141,22283.349609,22331.349609,22331.349609,3027400
2017-09-19,22349.699219,22386.009766,22340.710938,22370.800781,22370.800781,2955700
2017-09-20,22351.380859,22413.259766,22314.679688,22412.589844,22412.589844,3345600
2017-09-21,22414.019531,22419.509766,22356.550781,22359.230469,22359.230469,2873900
2017-09-22,22334.070313,22364.310547,22299.580078,22349.589844,22349.589844,2971400
2017-09-25,22320.470703,22359.880859,22219.109375,22296.089844,22296.089844,3324300
2017-09-26,22322.029297,22369.349609,22279.519531,22284.320313,22284.320313,2859900
2017-09-27,22330.929688,22371.099609,22254.929688,22340.710938,22340.710938,3429000
2017-09-28,22306.830078,22394.740234,22288.970703,22381.199219,22381.199219,2630100
2017-09-29,22358.470703,22405.630859,22332.960938,22405.089844,22405.089844,2747900
2017-10-02,22423.470703,22559.380859,22416.000000,22557.599609,22557.599609,2685300
2017-10-03,22564.449219,22646.320313,22562.900391,22641.669922,22641.669922,2388300
2017-10-04,22645.669922,22685.939453,22632.800781,22661.640625,22661.640625,2357300
2017-10-05,22669.080078,22777.039063,22655.140625,22775.390625,22775.390625,2464000
2017-10-06,22762.029297,22773.669922,22730.849609,22773.669922,22773.669922,2214500
2017-10-09,22779.730469,22803.369141,22739.380859,22761.070313,22761.070313,3107700
2017-10-10,22784.759766,22850.509766,22770.990234,22830.679688,22830.679688,3192700
2017-10-11,22827.650391,22872.890625,22821.660156,22872.890625,22872.890625,3160000
2017-10-12,22854.849609,22884.820313,22821.130859,22841.009766,22841.009766,2917900
2017-10-13,22876.429688,22905.330078,22855.929688,22871.720703,22871.720703,2595600
2017-10-16,22892.919922,22960.119141,22887.119141,22956.960938,22956.960938,2471800
2017-10-17,22952.410156,23002.199219,22948.230469,22997.439453,22997.439453,2730900
2017-10-18,23087.130859,23172.929688,23086.750000,23157.599609,23157.599609,2718700
2017-10-19,23107.470703,23167.240234,23052.669922,23163.039063,23163.039063,3504000
2017-10-20,23205.179688,23328.839844,23201.779297,23328.630859,23328.630859,4743800
2017-10-23,23348.949219,23368.369141,23273.960938,23273.960938,23273.960938,4568300
2017-10-24,23346.779297,23485.250000,23343.230469,23441.759766,23441.759766,4068500
2017-10-25,23431.089844,23451.509766,23251.109375,23329.460938,23329.460938,3995600
2017-10-26,23380.890625,23459.839844,23380.890625,23400.859375,23400.859375,3706000
2017-10-27,23419.160156,23449.400391,23353.160156,23434.189453,23434.189453,5188700
2017-10-30,23405.750000,23428.750000,23327.869141,23348.740234,23348.740234,4369000
2017-10-31,23369.220703,23406.349609,23334.390625,23377.240234,23377.240234,3880500
2017-11-01,23442.900391,23517.710938,23388.910156,23435.009766,23435.009766,3612600
2017-11-02,23463.240234,23531.380859,23350.980469,23516.259766,23516.259766,3480400
2017-11-03,23549.589844,23557.060547,23481.570313,23539.189453,23539.189453,3122500
2017-11-06,23533.960938,23574.859375,23520.750000,23548.419922,23548.419922,3251900
2017-11-07,23574.029297,23602.119141,23484.189453,23557.230469,23557.230469,2850800
2017-11-08,23542.599609,23575.000000,23510.560547,23563.359375,23563.359375,2646700
2017-11-09,23492.089844,23516.740234,23310.019531,23461.939453,23461.939453,3054400
2017-11-10,23432.710938,23452.199219,23392.960938,23422.210938,23422.210938,3512800
2017-11-13,23367.470703,23461.679688,23343.339844,23439.699219,23439.699219,4912600
2017-11-14,23388.400391,23414.080078,23271.570313,23409.470703,23409.470703,5613300
2017-11-15,23334.589844,23344.990234,23242.750000,23271.279297,23271.279297,4043000
2017-11-16,23365.339844,23492.189453,23365.339844,23458.359375,23458.359375,4020200
2017-11-17,23433.769531,23433.769531,23356.009766,23358.240234,23358.240234,3860000
2017-11-20,23370.710938,23456.880859,23360.580078,23430.330078,23430.330078,3153300
2017-11-21,23500.150391,23617.800781,23500.150391,23590.830078,23590.830078,3296500
2017-11-22,23597.240234,23605.769531,23507.609375,23526.179688,23526.179688,2687600
2017-11-24,23552.750000,23599.179688,23551.589844,23557.990234,23557.990234,1186100
2017-11-27,23552.859375,23638.919922,23545.019531,23580.779297,23580.779297,2963200
2017-11-28,23625.189453,23849.609375,23617.109375,23836.710938,23836.710938,3192400
2017-11-29,23883.259766,23959.759766,23872.589844,23940.679688,23940.679688,4014100
2017-11-30,24013.800781,24327.820313,24013.800781,24272.349609,24272.349609,4882000
2017-12-01,24305.400391,24322.060547,23921.900391,24231.589844,24231.589844,4179100
2017-12-04,24424.109375,24534.039063,24288.189453,24290.050781,24290.050781,4242500
2017-12-05,24335.009766,24349.740234,24155.279297,24180.640625,24180.640625,3711900
2017-12-06,24171.900391,24229.349609,24134.490234,24140.910156,24140.910156,3127200
2017-12-07,24116.599609,24262.880859,24101.240234,24211.480469,24211.480469,3190600
2017-12-08,24263.259766,24330.119141,24225.500000,24329.160156,24329.160156,2935900
